left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
67,37,29,37,59,38,75,38,37,38,22,38,55,31,82,29,39,31,14,27,47,59,60,78,35,79,48,75,47,85
65,37,30,37,56,38,74,39,39,38,23,38,55,28,82,26,40,28,18,27,46,59,60,72,35,73,48,69,50,79
68,36,28,34,61,37,75,37,37,36,21,35,59,27,82,26,37,26,14,27,49,55,64,78,34,79,49,74,49,84
67,36,31,35,59,37,73,36,39,37,24,41,57,29,78,28,42,28,17,28,49,60,64,72,29,73,45,69,51,79
65,36,30,35,59,37,72,37,37,36,22,35,58,28,78,29,39,27,12,30,44,56,60,78,35,79,51,75,51,85
66,38,30,35,59,39,73,39,38,36,23,36,56,30,81,31,39,28,18,27,47,54,61,75,33,75,48,71,47,82
66,38,30,38,59,39,74,38,39,39,23,39,56,31,78,26,40,31,18,27,48,60,63,78,33,79,47,75,47,85
63,37,31,36,57,38,70,38,37,37,22,37,57,29,77,30,39,29,15,31,44,56,60,78,35,78,51,74,51,85
64,37,32,36,58,38,71,37,38,37,23,37,58,29,77,30,40,29,15,31,44,56,60,78,35,78,51,74,51,85
65,33,29,35,58,34,74,35,37,36,23,36,53,31,80,26,42,31,16,33,47,60,66,72,31,73,45,69,45,79
65,35,31,36,59,36,71,36,38,38,23,37,57,29,76,28,40,31,16,27,44,54,60,73,29,73,51,70,51,80
65,36,31,38,59,37,72,36,37,39,23,39,57,30,82,29,39,32,16,32,44,54,60,76,35,77,51,73,51,83
64,38,32,38,58,40,70,40,39,39,22,40,55,29,79,30,41,30,16,30,44,56,60,72,29,73,51,69,50,80
64,38,31,38,58,38,71,39,38,39,23,39,55,30,78,31,40,30,16,32,44,56,60,76,35,77,48,73,48,83
63,37,32,35,56,38,70,37,38,37,25,35,55,30,76,29,41,29,18,29,45,54,60,72,32,73,51,69,50,79
68,39,30,37,58,40,74,40,33,38,24,38,54,26,82,26,42,26,18,27,47,58,61,74,35,73,49,71,50,80
67,39,29,36,60,39,74,39,35,37,22,37,56,31,78,30,39,29,18,27,48,54,60,75,32,74,46,71,46,81
66,35,27,37,58,38,75,38,39,36,20,39,55,28,77,32,39,28,13,28,49,54,65,76,33,74,48,70,51,84
64,35,28,36,58,36,74,35,36,37,21,37,55,29,81,32,39,30,15,33,47,55,60,75,34,75,46,72,46,82
63,35,31,36,56,37,70,36,38,37,23,37,55,27,76,28,40,28,12,33,44,55,60,76,35,77,50,72,51,83
66,33,26,35,62,40,75,40,33,40,20,37,59,32,79,32,42,27,12,33,49,54,60,72,35,73,49,69,49,79
68,39,30,37,62,40,74,40,35,38,24,37,53,28,79,28,41,26,13,29,49,54,60,73,35,73,48,69,48,79
66,36,29,37,60,37,74,37,35,37,21,38,58,29,82,29,37,30,13,31,44,54,66,74,34,75,51,70,51,81
68,38,28,36,60,39,76,39,36,37,21,37,58,29,81,28,36,26,17,27,48,60,65,78,32,79,46,69,45,85
65,37,30,37,59,38,72,37,37,38,23,38,58,32,81,31,39,32,15,32,44,54,62,72,35,73,49,69,51,79
66,38,29,35,59,39,74,39,37,36,21,36,55,29,82,32,40,26,14,28,47,59,60,78,35,79,45,75,45,85
65,36,26,40,58,37,71,37,39,36,23,41,56,28,77,28,42,28,18,29,48,60,62,72,29,73,50,69,46,79
68,36,30,35,56,40,75,37,37,36,24,36,53,31,81,30,38,28,18,29,44,60,64,73,31,73,45,72,45,81
65,39,29,37,58,40,73,40,37,37,22,37,55,30,79,32,40,27,14,30,48,58,60,78,31,79,45,75,45,85
64,35,30,34,57,37,72,36,39,35,24,36,56,28,76,28,40,28,18,27,47,54,60,72,35,73,51,69,47,79
64,37,30,36,58,38,71,38,38,37,23,37,55,29,76,30,42,28,15,29,50,54,61,72,35,73,47,69,48,79
68,35,32,40,56,40,75,36,39,40,21,41,59,27,82,26,37,27,15,27,48,58,60,76,29,75,45,73,48,83
65,38,31,37,58,39,72,39,38,39,22,39,56,29,79,30,41,29,16,30,48,56,63,77,33,77,47,73,47,83
69,34,30,37,61,35,76,35,38,38,24,37,58,27,82,26,39,30,18,27,46,60,66,74,29,75,45,69,50,79
65,38,31,40,57,39,73,39,38,40,23,41,54,30,79,31,40,31,14,33,48,54,66,77,31,78,46,72,49,82
63,38,32,38,56,39,70,39,38,39,21,39,54,28,79,28,39,29,14,29,44,57,61,72,35,73,50,69,48,79
66,37,31,36,59,38,73,37,37,37,23,37,59,31,81,31,39,30,15,32,44,54,65,72,33,73,49,69,51,79
67,34,29,35,60,35,74,40,36,36,23,36,59,26,76,32,39,27,18,28,49,58,66,72,31,73,48,73,47,82
67,36,29,36,60,37,74,36,37,37,22,37,56,26,79,26,40,26,14,30,50,55,66,73,30,73,49,75,49,85
66,35,32,36,60,36,72,35,39,37,24,36,58,29,77,27,41,31,17,27,44,54,62,73,30,73,51,70,51,80
65,34,30,34,56,34,71,34,39,35,21,35,59,26,82,26,39,26,12,27,48,57,60,72,35,73,49,69,48,79
66,35,28,35,58,36,72,36,36,36,21,36,54,26,78,26,40,26,14,27,48,54,63,72,32,73,46,69,48,79
67,36,28,38,60,37,75,38,36,39,21,39,53,32,79,29,42,31,14,30,48,55,64,77,33,76,47,72,48,84
67,38,28,39,57,38,74,39,37,39,21,40,55,30,80,30,39,31,12,27,47,60,66,78,29,79,45,75,45,85
63,38,31,40,56,39,76,40,34,40,23,41,53,30,82,32,37,32,12,33,44,54,62,77,31,79,46,72,48,82
66,36,31,35,59,37,72,37,38,36,24,36,57,27,77,28,40,27,17,29,50,54,62,72,35,73,49,69,49,79
64,39,28,36,57,40,71,40,35,36,21,37,56,29,76,29,36,26,17,27,46,60,60,78,32,79,45,75,45,85
66,38,29,35,58,39,72,39,37,37,24,41,56,29,78,28,38,27,15,27,47,54,61,76,33,76,48,72,48,82
64,37,26,39,56,38,76,40,35,39,25,39,53,30,81,31,38,32,12,33,45,54,62,74,34,75,47,70,48,81
67,38,26,40,59,39,74,39,33,40,24,41,55,32,79,26,36,31,18,32,50,60,63,76,29,79,51,69,45,85
66,33,29,34,58,34,74,34,37,34,23,35,55,26,80,26,39,26,16,27,46,59,66,72,29,73,45,69,45,79
65,39,27,35,59,40,72,40,35,36,20,36,58,32,78,32,39,28,12,27,50,59,65,73,29,77,45,75,45,85
67,39,30,39,59,39,76,40,37,40,25,40,56,30,82,31,38,30,18,31,46,54,63,76,33,76,50,73,50,83
64,35,31,36,58,36,71,36,38,37,22,36,56,28,80,28,40,29,15,29,44,56,63,73,34,73,51,69,50,80
66,39,29,37,58,39,74,40,38,38,22,38,55,31,79,31,41,29,16,29,48,55,61,76,32,75,46,72,46,85
66,39,28,37,59,40,74,40,35,37,21,38,57,29,80,29,36,27,17,27,46,60,63,78,30,79,45,69,45,85
67,38,28,37,59,39,75,39,37,38,20,39,55,30,81,31,40,29,14,27,49,57,62,77,32,77,46,73,46,85
69,34,29,36,62,34,76,35,33,40,22,37,53,30,82,26,42,27,13,30,50,54,66,75,35,73,51,75,51,85
64,38,29,38,59,38,73,39,34,38,25,39,56,29,81,26,36,28,12,27,50,57,62,78,29,78,50,75,49,85
65,39,27,38,58,40,73,40,35,38,20,39,55,28,77,27,37,26,13,28,47,58,62,78,33,79,51,75,48,85
69,36,29,34,62,37,76,37,38,34,22,35,59,27,82,28,42,26,18,27,47,60,60,73,33,73,48,69,46,79
66,38,28,39,57,40,73,39,39,39,23,40,55,30,78,31,40,30,17,31,46,60,66,72,29,74,45,69,48,80
65,37,30,35,57,38,70,37,39,36,24,36,56,29,76,30,41,28,18,27,46,60,60,72,35,73,51,69,46,79
66,36,31,39,57,38,73,37,39,40,25,40,55,29,78,30,40,31,18,32,47,60,66,72,33,73,45,69,49,79
66,36,26,37,59,36,74,37,33,38,25,39,56,28,79,26,36,28,12,27,50,56,64,77,29,78,48,74,48,85
66,36,32,36,60,37,73,36,38,37,25,36,59,29,79,27,40,29,18,30,50,54,63,73,35,74,51,69,51,80
66,36,30,36,59,37,72,37,38,37,23,37,56,27,77,28,40,27,16,29,50,54,65,72,33,73,45,70,49,84
69,37,29,40,60,38,73,38,39,39,23,41,58,26,78,27,41,29,12,33,48,56,60,75,35,75,47,70,48,84
67,33,29,36,61,34,74,34,36,37,22,37,58,27,82,26,38,30,14,31,44,54,66,72,35,74,45,70,51,80
64,39,30,37,57,40,71,40,39,38,24,38,56,30,77,26,41,29,18,27,45,60,60,72,35,73,51,69,45,85
65,38,32,39,58,39,72,39,39,40,25,40,55,30,77,31,41,32,18,27,48,54,64,75,34,76,48,72,51,82
67,37,29,36,60,38,72,38,36,36,22,37,56,29,76,29,40,28,14,29,50,54,62,72,33,73,46,69,46,80
64,38,27,40,56,39,70,38,37,40,25,41,53,31,79,28,39,32,12,33,46,54,64,74,31,76,46,71,49,81
66,33,27,35,56,34,74,34,35,36,21,36,53,26,76,31,37,27,18,27,47,56,65,74,35,76,49,71,51,81
65,36,28,37,57,37,72,37,36,38,21,37,54,28,81,29,38,29,13,30,46,59,60,78,35,79,47,75,47,85
66,37,29,37,60,38,70,38,37,38,22,39,58,29,82,26,42,29,15,27,50,54,66,75,33,76,45,72,47,81
69,39,26,39,56,40,74,39,39,40,20,39,59,32,80,30,41,32,14,30,48,58,66,72,29,73,45,69,45,79
65,38,30,40,57,39,76,40,33,34,22,41,55,31,82,31,38,32,12,27,47,60,66,72,29,73,45,69,47,80
64,36,28,40,57,37,70,37,35,40,21,41,54,27,80,27,39,31,13,27,48,55,66,72,29,73,46,74,49,85
67,36,27,34,59,37,75,37,39,37,20,36,56,29,81,28,42,29,13,27,47,59,60,78,32,78,46,75,45,85
63,38,26,39,57,39,70,39,36,39,20,39,54,31,80,26,39,31,13,27,47,55,64,76,32,76,46,72,47,82
64,39,28,38,58,40,71,40,38,38,22,39,55,32,78,26,41,31,13,33,47,60,66,72,29,73,51,69,51,79
65,35,28,37,59,37,72,36,36,38,21,38,55,26,80,26,39,26,15,27,48,54,61,75,34,76,45,72,45,81
66,37,28,35,59,38,74,38,36,36,21,37,56,28,80,29,40,27,13,27,47,56,65,78,29,77,45,74,45,83
64,36,26,37,58,37,71,37,33,38,19,38,57,28,79,29,37,30,12,30,50,57,62,78,32,78,48,75,45,85
66,36,29,36,58,37,73,36,37,37,22,38,55,27,80,28,40,28,14,30,48,60,64,78,35,79,48,75,51,84
66,37,26,37,57,39,74,38,36,38,19,38,54,28,79,29,39,28,12,30,46,54,63,77,31,78,47,72,48,83
66,36,26,37,59,38,74,37,34,37,19,37,56,31,79,28,42,32,12,30,50,60,64,78,35,79,50,75,49,85
65,37,28,35,57,38,72,37,36,36,21,36,55,30,78,29,39,28,14,28,47,59,60,77,34,76,48,73,47,83
64,35,27,37,58,37,71,36,36,38,21,38,57,26,81,28,38,28,12,31,50,60,66,78,35,79,50,75,46,85
68,37,27,36,60,40,75,38,33,38,22,37,57,26,82,26,42,26,12,27,50,58,66,72,29,73,51,75,45,80
66,37,27,37,59,38,73,38,35,37,20,37,56,31,79,30,38,30,12,30,49,59,61,78,34,78,48,75,48,85
67,38,28,38,57,40,76,39,39,40,19,39,55,26,82,28,42,26,12,29,48,57,66,74,29,79,48,75,45,85
64,37,27,35,58,38,71,37,39,38,20,36,57,30,78,28,42,30,12,27,50,58,60,78,32,78,45,75,45,85
67,38,29,36,60,39,75,39,37,37,19,38,56,29,82,30,41,28,13,28,47,59,66,76,29,75,51,75,47,82
69,38,27,40,56,40,74,38,39,40,19,41,53,27,81,28,40,29,14,28,47,57,66,72,29,73,45,75,45,85
67,33,26,36,59,34,74,34,35,37,19,37,54,26,80,26,39,29,12,30,47,55,65,76,29,73,49,73,50,83
66,36,28,34,60,37,73,37,36,35,20,35,58,27,82,27,40,26,12,27,48,56,63,78,29,77,51,75,45,83
66,38,27,37,60,39,73,39,36,37,21,38,59,30,81,32,40,28,12,32,47,57,60,78,30,78,45,74,45,83
65,39,29,38,58,40,73,40,39,38,22,40,56,32,80,27,42,31,13,27,48,58,63,72,30,73,49,69,48,79
65,37,28,38,58,38,72,38,39,38,21,39,56,26,82,30,41,27,12,31,48,57,64,75,31,77,48,71,46,82
69,36,29,37,57,40,74,36,39,39,19,38,54,26,79,26,40,26,15,27,48,54,63,74,34,75,49,70,49,79
65,36,30,37,57,37,73,38,38,37,23,38,56,26,82,27,38,26,16,27,47,58,61,77,33,79,47,74,49,83
65,39,29,38,59,40,73,40,39,38,22,39,56,32,80,26,41,30,13,33,48,60,62,72,30,73,49,69,48,79
65,35,28,36,57,35,72,36,38,36,25,37,55,26,78,27,39,28,18,28,47,56,65,74,33,76,48,71,50,80
65,36,29,37,59,37,73,37,37,38,23,39,57,26,82,28,39,27,16,29,48,57,63,77,34,78,48,73,46,84
65,38,29,37,58,39,73,39,36,38,21,38,56,28,79,30,39,27,12,31,47,55,60,72,32,73,47,69,46,79
64,36,29,37,56,37,72,37,37,38,23,38,53,29,77,27,38,29,17,27,47,57,61,74,35,75,48,71,47,80
67,34,28,36,58,34,72,35,39,37,21,37,55,26,78,26,40,28,18,29,47,60,60,78,35,77,47,75,48,84
69,39,32,40,62,39,76,40,38,40,19,35,59,31,82,31,38,31,14,27,50,60,66,75,35,77,51,69,51,80
69,38,26,37,56,40,76,37,39,40,19,37,53,32,82,28,40,32,12,29,45,57,66,72,29,79,45,75,45,79
69,37,30,37,58,39,76,38,39,38,19,39,57,28,82,26,41,29,14,27,48,60,66,75,31,73,45,69,50,85
66,39,28,40,58,40,76,40,39,40,19,41,55,27,82,29,41,29,12,27,48,60,66,78,29,79,45,69,49,79
65,38,29,35,58,39,70,39,38,36,22,35,57,29,76,29,41,26,16,27,48,54,60,76,31,74,45,71,45,80
67,36,28,37,59,37,75,37,36,38,21,38,56,30,82,29,38,30,16,30,47,60,66,72,29,73,45,69,48,85
66,36,28,38,58,37,73,37,36,39,21,39,55,30,81,30,38,31,16,31,48,60,66,72,29,73,45,69,48,84
65,35,28,36,59,37,73,36,37,37,22,36,57,26,78,27,40,27,14,29,49,55,65,74,33,75,47,70,45,80
65,35,28,38,57,36,73,35,36,39,21,39,54,28,81,27,38,31,13,32,47,60,66,78,34,73,45,69,51,85
65,37,28,40,57,40,73,40,39,39,20,41,54,27,82,29,40,29,16,30,47,59,65,78,32,79,45,69,50,85
65,37,29,37,58,38,73,38,37,38,22,38,55,30,79,32,39,30,14,32,48,58,61,74,34,74,47,70,51,80
64,39,27,38,58,40,70,40,37,38,20,40,57,32,80,26,40,30,12,32,48,60,60,72,29,73,48,69,45,79
65,37,28,38,58,38,74,38,36,39,21,39,55,27,82,29,38,28,13,30,47,59,63,78,34,79,48,75,48,85
69,37,32,36,56,40,76,34,39,37,19,38,53,26,81,26,41,27,12,27,48,57,63,74,33,73,50,72,51,82
67,37,29,35,59,38,75,37,38,36,21,36,57,27,82,28,41,26,13,29,48,55,61,78,33,77,46,73,47,83
63,35,28,38,57,36,71,36,36,38,22,39,55,27,78,28,38,30,17,31,48,54,62,72,35,73,49,69,47,79
65,36,30,36,59,37,72,36,38,37,23,38,56,26,82,26,40,26,14,27,48,55,66,77,32,79,45,73,49,82
66,38,28,40,58,39,74,39,36,40,21,41,55,28,82,30,39,29,13,31,47,60,66,77,29,78,45,69,45,79
64,38,28,37,58,39,71,38,36,38,21,38,57,29,79,30,39,28,12,30,50,54,60,72,31,73,47,69,46,79
65,35,26,40,59,39,73,36,39,37,19,40,56,26,82,27,41,27,12,27,50,60,66,78,31,79,51,69,51,85
68,39,32,38,62,40,74,40,37,38,25,38,55,26,76,27,39,29,18,30,46,60,65,78,32,73,45,69,46,85
69,39,32,38,62,39,71,39,37,38,25,39,54,26,77,30,38,29,18,31,46,60,66,78,29,79,45,75,48,85
65,36,29,34,58,36,70,37,37,35,23,36,53,31,78,29,40,28,14,30,47,60,61,73,31,73,47,69,46,79
63,35,28,36,57,35,70,36,37,36,25,36,56,26,76,27,38,27,18,28,48,55,63,73,34,74,48,69,45,79
69,39,32,40,61,39,76,40,36,40,19,35,58,31,81,31,37,31,14,27,50,60,66,72,30,73,48,69,45,85
69,39,26,40,56,40,76,40,39,40,23,41,53,26,81,28,39,27,13,27,47,59,66,72,29,73,45,69,45,79
66,37,27,38,58,38,73,37,37,39,22,39,55,30,82,30,38,31,14,31,48,60,66,72,29,74,45,69,45,79
67,39,26,40,59,40,75,39,39,38,19,41,55,26,82,27,42,28,13,30,49,59,66,78,31,73,45,69,46,79
66,38,28,37,58,39,73,39,37,38,22,38,55,28,79,31,40,28,14,31,46,56,65,75,29,74,51,72,51,83
65,39,29,40,59,39,74,40,39,38,23,41,56,29,78,30,42,29,15,29,50,60,66,72,30,73,46,75,50,85
63,33,31,34,57,34,76,39,37,34,19,40,56,30,82,30,40,31,12,32,47,60,62,72,32,73,49,75,48,85
64,39,28,38,57,40,73,40,36,38,20,39,55,31,81,32,39,30,12,33,46,59,61,78,31,79,45,75,45,85
67,39,28,37,59,39,74,39,36,37,21,38,56,27,81,31,40,26,13,30,47,56,65,77,30,76,45,72,46,82
65,35,27,36,59,36,72,36,35,37,20,38,58,28,82,28,37,29,15,29,50,60,66,72,29,73,51,69,45,84
63,33,28,34,57,34,70,34,36,34,22,35,55,32,76,27,37,26,16,28,49,58,64,72,30,73,45,69,45,79
65,35,28,38,56,37,73,36,37,39,22,39,53,26,81,27,38,28,13,32,46,60,66,73,32,79,45,69,45,82
67,37,29,36,60,38,75,38,37,36,22,37,57,28,82,29,40,27,16,27,47,57,66,78,35,78,46,75,47,85
66,37,28,37,59,38,74,38,37,38,21,38,56,29,80,30,40,29,12,31,50,57,64,78,31,77,49,75,50,85
67,35,26,39,61,35,76,37,33,34,22,40,59,26,79,28,36,28,16,27,50,60,66,72,32,73,45,69,51,85
65,38,32,38,59,39,70,39,39,38,25,39,55,26,76,28,41,29,18,31,49,59,60,78,33,79,46,75,47,85
65,37,28,38,57,38,72,39,35,38,21,40,55,28,81,26,40,30,14,27,47,55,66,74,31,76,45,72,47,81
66,36,26,36,56,40,76,34,39,40,19,37,53,29,82,26,42,29,12,30,46,60,66,72,29,73,51,69,45,83
67,36,28,36,60,37,75,37,38,37,21,37,56,29,82,28,41,29,15,27,48,59,62,77,31,76,48,73,48,84
65,36,26,37,59,38,72,37,39,39,19,38,56,28,79,30,40,29,12,31,47,54,63,75,29,76,48,72,45,82
64,37,29,37,58,38,70,37,37,38,22,38,56,26,76,28,40,27,14,32,50,54,62,72,33,73,48,69,50,79
65,34,26,39,57,35,70,35,39,40,19,39,53,26,80,26,39,27,12,27,47,55,66,77,31,78,48,72,47,82
69,38,26,39,56,40,76,40,38,40,20,39,53,26,80,26,39,26,13,27,46,56,66,77,29,73,48,75,51,84
69,38,26,34,56,40,76,38,39,40,19,35,53,26,82,26,42,26,12,28,44,54,66,72,29,73,45,75,45,81
65,38,28,38,58,39,73,39,39,39,21,39,55,29,82,32,40,29,12,33,47,58,63,78,32,79,48,74,48,83
64,37,27,38,58,38,71,38,36,38,19,39,57,30,78,30,38,29,12,33,50,56,66,76,31,78,47,73,45,83
67,38,29,37,59,39,75,39,39,38,23,38,55,32,82,32,41,30,15,31,47,57,61,75,33,75,47,72,47,82
66,36,29,36,59,37,74,37,37,37,22,37,56,27,78,28,40,28,15,29,47,57,61,76,34,77,48,72,48,82
68,39,31,38,59,39,76,40,39,35,19,40,58,31,82,30,40,31,12,32,48,60,66,72,31,73,49,75,47,85
65,38,30,40,59,39,70,38,34,39,19,35,57,31,79,26,36,31,13,27,50,60,63,72,33,73,51,69,47,85
66,39,29,40,58,40,72,40,39,40,23,40,56,32,81,26,40,32,12,27,50,58,65,77,32,78,50,73,46,84
69,39,32,40,62,39,76,40,38,40,19,35,59,31,82,31,38,31,14,27,50,60,66,75,35,77,51,69,51,80
64,39,29,40,56,39,70,40,38,40,25,40,55,31,78,30,37,32,14,30,46,60,63,77,31,77,47,74,47,83
69,39,32,40,61,39,76,40,36,40,19,35,58,31,81,31,37,31,14,27,50,60,66,72,30,73,48,69,45,85
67,35,26,39,61,35,76,37,33,34,22,40,59,26,79,28,36,28,16,27,50,60,66,72,32,73,45,69,51,85
64,36,28,36,58,37,71,37,36,37,21,36,57,27,81,29,37,27,13,29,50,57,66,75,33,77,45,73,45,83
65,36,28,37,57,37,72,37,36,38,21,37,54,28,81,29,38,29,13,30,46,59,60,78,35,79,47,75,47,85
64,36,30,37,57,38,72,37,37,38,22,38,55,26,81,27,39,27,14,27,47,60,60,75,35,76,46,72,48,82
65,35,28,36,57,35,72,36,38,36,25,37,55,26,78,27,39,28,18,28,47,56,65,74,33,76,48,71,50,80
64,35,28,37,58,36,70,35,37,37,21,38,56,32,80,32,41,26,12,27,49,57,64,74,33,76,45,72,45,82
65,37,29,37,58,38,73,38,37,38,22,38,55,30,79,32,39,30,14,32,48,58,61,74,34,74,47,70,51,80
63,35,28,36,57,35,70,36,37,36,25,36,56,26,76,27,38,27,18,28,48,55,63,73,34,74,48,69,45,79
64,37,29,37,58,38,70,37,37,38,22,38,56,26,76,28,40,27,14,32,50,54,62,72,33,73,48,69,50,79
69,37,29,38,60,39,75,37,38,39,22,38,57,32,77,29,40,31,12,27,45,59,65,77,29,75,45,74,45,85
66,39,31,36,59,40,71,40,38,37,24,37,58,32,80,28,41,29,14,30,49,59,60,78,32,78,45,75,45,85
67,37,30,37,60,39,74,37,36,38,19,38,58,32,82,27,38,32,15,27,44,55,60,78,35,78,51,74,51,84
67,36,26,37,60,37,70,37,37,38,19,38,59,28,76,28,38,31,12,32,48,60,60,78,35,79,48,75,47,85
69,39,31,39,56,37,76,40,37,39,25,39,53,29,77,30,39,30,18,30,44,59,62,72,35,79,45,75,47,85
69,39,32,34,56,36,76,40,38,34,24,35,54,29,79,32,36,28,13,28,50,59,66,75,29,79,45,75,51,81
65,33,30,40,58,35,73,34,37,40,23,41,53,28,82,26,39,30,12,33,47,60,60,72,34,73,45,69,45,79
67,37,27,35,59,39,75,38,35,36,20,35,56,32,81,31,37,30,13,28,46,60,60,78,32,79,45,75,50,85
67,37,30,39,61,40,70,38,37,40,24,40,59,32,78,29,42,28,18,29,44,58,66,72,34,79,51,69,48,85
69,35,27,35,62,36,75,36,35,35,19,35,56,31,79,26,40,29,12,27,49,60,66,77,31,77,50,69,45,84
63,37,29,40,56,38,70,37,37,40,22,41,55,30,76,30,39,32,12,29,50,55,66,72,33,73,50,75,51,85
66,37,30,35,60,38,73,37,37,36,23,35,58,32,79,28,41,28,14,28,49,58,61,76,34,75,50,73,48,82
65,33,26,40,56,34,70,34,34,40,19,41,53,26,76,32,36,32,12,33,45,60,66,75,29,79,45,75,51,83
69,39,32,40,60,34,76,40,39,40,25,41,59,26,78,26,39,27,12,27,48,59,62,78,32,79,45,75,45,85
66,38,31,36,60,38,73,38,39,37,23,37,58,30,77,28,42,28,12,28,50,57,65,72,30,73,45,69,47,85
66,39,32,35,62,40,72,40,39,36,25,36,59,32,77,30,42,28,18,28,44,54,62,72,29,73,45,69,45,85
66,39,30,36,62,39,70,39,37,37,23,37,56,31,76,32,40,29,15,30,47,59,60,72,29,78,45,75,45,84
64,38,26,40,57,39,70,39,39,40,25,41,56,32,76,32,42,29,15,28,48,56,60,77,34,77,45,74,45,84
65,33,27,40,59,34,73,34,39,40,19,41,54,27,79,26,41,32,18,27,50,60,60,73,33,78,45,73,45,81
63,34,28,35,56,35,76,35,37,37,23,36,53,27,82,26,37,27,15,27,44,60,60,75,33,75,45,70,45,79
65,33,29,40,58,34,72,34,37,40,23,41,55,27,77,26,37,32,18,27,48,60,64,78,35,77,51,75,51,85
68,37,29,37,62,38,76,38,39,38,22,38,57,30,80,30,41,31,15,27,48,56,66,72,35,76,45,73,47,83
63,35,32,40,60,40,70,37,39,40,25,41,55,27,76,27,42,31,18,33,50,56,62,78,35,79,51,75,51,85
69,36,29,35,62,35,76,40,35,36,25,37,59,27,76,26,36,27,18,29,44,58,60,76,29,78,45,74,49,79
63,37,32,36,57,38,70,38,38,37,25,37,55,29,76,30,39,29,16,30,50,60,60,72,29,79,46,69,46,79
63,37,29,37,56,37,73,38,36,37,23,38,54,29,82,26,38,29,15,32,44,58,63,77,33,78,47,75,51,85
66,39,28,36,58,40,72,40,36,37,21,37,55,32,77,32,42,29,12,27,47,54,64,72,29,77,46,75,45,85
66,35,28,35,58,37,73,36,35,36,23,35,55,29,81,28,37,29,18,33,46,57,62,75,35,75,46,72,46,82
67,36,29,36,59,36,74,36,37,37,22,37,54,26,77,26,40,27,16,27,47,56,66,72,31,73,45,70,45,79
69,35,29,34,61,36,74,37,38,36,21,35,59,32,78,32,38,29,12,27,50,60,60,78,30,79,45,75,45,85
63,34,27,39,56,35,70,34,36,40,21,41,53,27,82,27,37,31,18,33,46,55,66,72,35,73,45,69,51,85
63,38,26,37,59,39,76,37,36,40,19,38,58,30,76,30,36,30,12,27,44,60,65,72,29,73,51,75,46,79
66,33,26,39,56,34,75,34,33,40,24,39,53,26,82,26,36,32,13,27,44,59,60,72,35,73,48,69,45,79
63,34,28,40,56,35,70,35,34,40,24,40,53,27,82,27,36,32,18,28,47,57,60,72,31,74,45,69,49,85
69,33,30,37,58,34,73,34,37,37,23,38,53,26,82,26,39,29,16,31,50,55,66,72,33,75,45,69,50,85
66,38,28,35,57,38,74,39,35,36,22,35,54,30,82,29,36,27,18,33,44,60,66,74,31,73,51,69,45,79
63,33,26,40,60,34,70,34,39,38,19,40,59,29,82,32,42,28,17,27,50,60,60,72,33,76,45,69,45,82
69,39,26,34,62,40,76,40,33,34,25,35,53,26,76,32,42,26,18,29,50,60,60,72,29,79,51,69,45,85
69,38,26,38,56,37,76,40,38,39,19,39,53,26,80,26,39,26,12,27,48,54,66,76,32,78,47,71,49,81
63,33,26,35,56,34,70,34,35,35,25,38,59,29,76,29,40,32,17,33,46,60,60,75,35,76,45,74,45,82
63,37,30,37,60,38,72,36,39,40,24,38,59,32,79,27,39,32,13,27,50,60,60,72,34,73,51,69,46,79
66,38,32,35,58,39,72,39,39,36,24,36,56,31,79,31,41,28,12,31,47,56,60,78,32,79,45,75,46,85
63,37,32,40,56,38,70,38,36,40,25,41,53,29,76,29,37,32,18,33,44,54,64,76,35,77,48,69,47,83
66,35,26,37,57,36,74,35,34,38,19,37,54,28,76,26,36,29,18,28,46,56,61,72,35,73,47,70,48,79
65,35,26,37,56,36,73,36,38,34,19,38,53,28,82,29,42,29,17,28,44,55,65,78,29,73,45,75,45,84
63,34,26,40,56,36,70,34,37,40,24,41,54,28,82,26,37,32,18,33,50,56,60,72,29,77,45,75,45,85
69,37,29,36,62,38,72,36,36,37,24,37,53,26,81,26,41,29,18,33,44,54,63,74,30,74,45,69,51,81
67,36,26,36,62,34,70,37,33,37,19,38,53,30,76,26,36,31,16,27,49,60,62,78,31,79,45,75,45,85
64,39,31,38,58,40,71,40,39,38,24,39,56,30,76,32,42,27,14,29,48,58,60,76,35,77,48,74,46,83
63,39,32,36,61,40,72,34,39,36,25,38,59,32,78,32,42,26,18,33,49,54,60,75,29,79,48,69,45,85
64,35,32,40,56,36,72,36,38,40,25,41,54,28,82,26,38,32,13,27,49,55,66,72,35,75,49,71,51,79
