left_eye_center_x,left_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eye_outer_corner_x,left_eye_outer_corner_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,mouth_center_bottom_lip_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,nose_tip_x,nose_tip_y,right_eye_center_x,mouth_center_bottom_lip_x,right_eye_center_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eye_outer_corner_x,right_eye_outer_corner_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y
66.1121768,38.45192453,59.04579866,31.81578378,61.61878899,29.32482078,72.24842105,36.56448,79.13010526,31.35044211,91.7414902,46.36315966,70.6112795,63.21428571,78.46223204,32.18805195,72.14133333,46.22111475,49.81166972,29.56919255,45.70777358,34.79410526,36.85546667,39.51205369,40.25852632,28.69066309,23.808,37.21638165,14.43068041,28.97616495
66.59364103,34.38224516,60.65666667,39.888,58.59096774,30.89192157,71.75133333,35.88194595,80.27321379,33.29057851,81.24184615,46.56514286,71.85852632,62.51466667,77.80288,35.49462857,66.49021935,46.98307965,55.932,31.02162162,47.916,36.56150464,37.12345946,37.1618,40.32926897,26.09010526,22.93066667,37.61094737,14.29,29.24941593
66.01892958,35.63777391,59.827968,37.19980274,58.28497297,29.28546667,71.45780282,36.12910345,78.01180328,30.98411707,85.39785366,49.70366197,72.5012459,65.4298705,73.5666087,36.27642553,74.67655629,51.62193377,60.87458824,31.104,49.66468085,36.60411969,36.56578723,37.50309565,41.35528058,27.71636923,23.86909091,37.50309565,16.44547368,28.13935238
66.1121768,30.24452308,62.52172549,37.07441096,62.96522449,22.17643636,75.16444444,34.47410526,82.57811321,26.34309818,79.39892784,47.02971429,67.43184906,60.86526316,74.52567273,34.77506494,71.88407547,50.62121739,51.08742857,24.87124528,51.0848,33.02807547,37.82311111,40.13203361,38.97955556,29.659392,22.93967568,36.71066667,14.91232653,32.20237838
64.37574194,36.45340541,61.94676923,36.42327273,57.888,28.67644444,71.76923077,37.87416216,79.19538462,29.52824242,81.69781132,46.72892308,67.41375,59.66676923,73.836,34.84042105,71.81630769,48.864,53.76932039,29.85317647,46.54994286,36.33876923,36.91112727,37.10097297,40.88543119,27.43783784,23.36492308,37.164,17.33511111,29.90339241
66.14217143,37.38819802,60.26820619,39.09084444,53.90902857,29.126496,74.16237624,37.81297426,79.52411881,30.29524528,79.55373913,50.78093617,70.20970213,65.8427234,73.07025743,36.11691089,74.34392079,50.35022222,52.30590826,30.30646154,47.64654545,39.08730297,35.50628571,37.11652174,34.74048,33.14034059,23.94644211,38.56512,14.91334737,28.72453565
66.29627586,38.06102655,61.53268966,38.91677922,53.67486792,32.28679245,72.75401325,38.82053097,82.12492308,35.15493878,85.40196226,45.23919463,78.6048,60.33292308,83.39,31.46230986,85.42107042,45.27865868,61.09126531,28.73476923,47.72649057,38.01126761,35.54416327,39.21103448,38.48995804,29.18112,23.30980392,39.26652632,15.51542857,27.7344
66.63733333,37.38819802,61.72984615,38.78315294,57.6914717,29.91431489,74.26877064,37.81297426,80.95175258,31.88542222,82.51714286,50.26434783,70.20970213,65.8427234,73.07025743,36.11691089,75.23029787,52.13655446,56.07863762,31.85616495,46.64108738,39.08730297,36.02379487,38.18010947,38.59862069,31.77962449,22.75095652,39.99685714,14.91334737,34.83944554
65.9464918,38.76526829,59.03627907,39.81190244,57.03825,32.48702439,72.664,40.50965854,80.18045902,35.62614634,91.43492683,47.20312782,74.14321951,59.371776,83.09209302,34.51725,83.58247619,48.7096,63.24221849,30.1975296,47.90833083,38.0675122,36.02379487,36.03400305,40.44528814,27.36214825,19.4984,37.01921416,13.04868571,30.4336855
65.51586755,37.30666667,61.04793277,35.46673171,58.02348387,29.87032044,70.93421656,34.82493023,79.27578947,27.351375,87.30735484,46.352,74.11677348,57.71592453,72.46677844,34.49062185,68.73974026,46.82577778,54.54505263,29.31028188,45.66658065,36.18048,37.05677419,35.52,39.87560265,27.17153684,21.79957895,37.55597315,20.79750898,26.29946457
67.38942384,39.816,55.36242805,38.61379233,57.33801347,31.74356299,72.7650687,39.936,79.51257025,22.64011546,78.08139417,47.03472527,65.68540541,66.34040816,77.04071377,34.90874367,71.3122623,47.74487289,51.26940845,31.77489178,45.33196595,32.3487444,38.13657376,36.70364835,37.96735135,32.28101528,20.86221892,42.22887908,18.17815951,27.1998232
67.827,35.71857774,59.40991254,39.5464,53.1984,30.31354839,70.44686929,40.50965854,79.0759708,35.62614634,91.43492683,46.96662857,73.64604878,59.06434783,81.72895522,36.20945455,84.04376471,45.39515241,61.22995787,30.53143857,47.62752,35.69400379,36.75870968,36.97823859,43.37929412,30.5904384,22.69008696,39.19687805,15.65901639,34.28707438
63.77389222,34.53703067,59.65997419,35.92168421,57.37661538,27.25042105,68.39856287,36.3426755,79.10214194,34.04456376,77.75143949,44.77478146,66.738,57.57744966,73.93114839,32.35443038,67.55938462,47.10104348,52.88658824,28.96736842,48.89896689,31.30945223,38.28759494,34.832,38.87088608,27.77160784,25.60326531,35.16017143,18.12126316,31.18283444
69.44714563,38.781408,60.38661818,38.19168932,57.51882927,25.80654545,75.15316364,33.83209057,82.45102703,31.74552769,82.0262069,46.95425243,66.49241379,63.22348624,74.42293805,31.15741935,77.088,49.7772973,56.45292308,34.13535833,48.24174545,37.81214609,36.13955556,38.72282034,37.56679245,28.27038261,20.71269903,32.12810323,14.67961165,31.45114576
69.04336842,36.1266383,62.09752381,37.44404819,57.71583471,30.29571429,72.56034043,38.34405517,79.86683077,30.9227907,88.72157746,47.21460403,71.85852632,62.22742412,78.64414815,28.94418113,78.94670769,46.20406154,59.40857143,28.48680851,47.34604255,36.80742857,34.904,37.95685714,40.30389262,28.20294737,22.39066667,37.61094737,11.37259574,29.08718298
65.2944,38.79787952,60.35311888,40.1307234,55.80513103,30.37075663,72.02382979,39.69319024,79.22517073,35.596,79.93112195,47.78618182,71.73671642,64.93251534,73.18520755,33.15367164,76.83533333,48.37447328,57.95,29.57538462,48.27381818,38.89666116,37.0359403,39.55850847,36.92911888,29.0023218,23.09077686,39.02682353,16.02705882,28.61766621
65.89426087,38.37008926,62.57837037,39.43378512,55.95742373,30.97572414,70.56420438,42.20081633,78.11967123,29.98938053,90.71206612,47.23037288,73.68570629,63.44483721,76.30889256,31.86866667,85.42107042,49.19303226,60.37022951,29.82219718,44.35134694,38.01126761,35.12978417,37.82002759,41.53220339,28.29754711,23.17511111,37.50334694,19.42208,28.10246957
69.5142335,38.19162085,60.576,38.80174408,54.8601327,24.86955533,71.65978947,39.4118673,79.30588235,29.66078376,86.58472038,49.44914286,63.81179147,67.73882353,76.62164929,34.05346734,78.8583128,47.23022222,49.37493839,30.86830769,47.70857143,40.21211429,35.36274286,38.15429848,34.12776355,27.00843981,24.64768355,38.37207716,11.34864,34.36266667
63.62641148,34.18775273,56.18285714,38.49498413,52.09142857,31.23098413,71.6352,36.13275949,79.74324836,28.38991304,76.18270858,49.9794,73.45320635,65.23659574,69.11755414,32.99640719,71.0628,48.9066,54.90710828,30.624,42.80610654,40.95591837,37.10716168,37.55617391,39.81427751,28.96010847,27.49779904,39.2672,15.33473684,28.14796596
67.59255446,37.38819802,63.25905155,37.16958316,54.07571134,33.00176842,71.82570874,37.81297426,78.69877895,28.6319,81.60752941,49.83587629,70.20970213,65.8427234,73.07025743,36.11691089,74.34392079,47.86707692,54.64685714,28.51549091,51.14635294,39.08730297,34.84886486,38.26090213,35.11314286,33.102,21.79957895,39.88542222,15.02484211,33.21236211
66.38656489,39.19643429,60.47933333,38.64690526,60.7936,33.00176842,78.32264348,39.92216949,79.00355556,27.64460752,84.56084211,47.37,70.63578947,63.96736634,77.11384615,29.42502128,74.56862609,46.82577778,54.75495652,30.79870807,47.7888,35.43193985,35.68962406,38.58133333,41.03148936,29.1608,22.95230769,37.36116106,17.21750943,30.19715523
66.438,39.06139877,57.45765517,37.10097297,53.42443243,32.27456604,73.38564706,40.36536986,80.89966667,32.04682105,78.34298851,48.00124675,73.0608,61.84354491,74.94881416,32.82631579,76.83533333,51.36235583,55.34848,28.55093706,45.54928302,37.34462745,36.57911688,36.39466667,40.81984,30.05866667,22.57431579,36.06848408,16.51023313,33.76704828
66.01892958,35.63777391,60.58944,39.40496203,57.33801347,27.13730704,71.45780282,35.23598367,76.02273103,27.04573714,82.89321739,49.70366197,72.50900719,63.11929412,73.5666087,36.27642553,72.94410596,48.80556522,58.20865306,30.13916547,50.0064,34.54018065,37.9936,37.50309565,38.344,30.23468025,24.09866667,37.50309565,19.89092958,33.64731915
66.556416,36.10270067,61.23511409,37.25450738,58.77581395,30.6012,72.75253691,37.33717047,81.39124832,25.44889128,83.18818792,46.46584615,68.928,60.42116129,73.3298255,31.20276923,83.5152,43.38297987,59.38327273,28.08807921,47.45161644,33.78137358,31.55728696,34.25737143,36.87544954,30.30936338,19.48348993,39.25282909,11.94285714,41.26627741
65.91884892,39.06139877,57.45765517,35.55028188,60.11929412,24.6511145,74.71552941,35.44252632,79.2736,30.63848834,83.34389809,47.04394521,70.12656287,63.88114286,76.544,32.25325714,71.54255034,47.12926316,53.47981395,29.47509677,45.93240816,35.25952,36.3424,36.98149381,38.03923567,26.11517647,23.35647458,37.07261538,17.48651707,30.5891465
65.36709934,37.86211765,61.51979221,33.39909278,53.06537143,22.76187692,71.48734021,40.20853691,77.48,23.0121974,89.47011765,49.8445283,68.19963303,64.78678899,80.29609412,38.36303106,86.1293913,47.45178947,55.35335065,27.70153846,46.86613333,35.24838165,33.00717526,40.57049007,41.56084472,24.15955862,23.08668852,39.132,17.86935099,33.98194286
67.20617544,38.11443038,59.61456,35.30465387,55.77107692,25.90254545,75.447799,38.07222857,82.6961194,25.04147435,82.36366452,48.12329412,69.67817143,61.8317346,78.7652129,26.53654658,73.20019541,47.97235602,51.35046809,28.34676923,48.55755665,41.61361702,37.75852308,39.37076412,36.35105325,26.77485714,25.73784078,43.38732973,12.69531429,30.20032941
62.240256,37.63038655,59.85803017,38.71220168,55.19335385,26.03314286,73.18830252,36.95157895,80.89717431,28.66671074,84.31552941,48.03978378,60.24496552,64.17076364,76.53421488,31.79781818,81.54338462,47.00945455,50.29606612,26.70361905,48.76428571,38.68114286,33.297,40.61109677,38.11448276,30.7127395,21.56218182,42.34064516,14.14564103,26.75657496
64.21831953,34.99285207,58.65216,36.90505263,56.21582979,32.8809172,74.71552941,36.00795266,79.36832877,30.87458824,87.148,46.8075102,68.35578947,67.98354206,77.33642748,34.48562162,74.89544828,51.88647134,49.66743624,27.81536283,50.32673684,37.56654035,37.89544186,38.26497515,36.92430769,26.00565269,23.64137366,34.99976471,17.16269822,27.92101463
66.05766443,37.92954696,59.81573154,40.40143448,53.67486792,30.21566197,73.5684507,42.87414085,78.99116883,32.51264587,80.85455738,47.30574834,78.59588571,63.17828571,81.25586885,30.26289908,77.77242353,48.25111864,61.81369128,29.62646154,47.24297143,37.21012245,36.53296552,39.41164138,37.45184416,28.9021913,23.30350345,38.29764238,16.34538843,33.05690526
66.92690683,38.88548571,59.85169231,40.39870807,57.82421053,29.50406667,72.82657627,39.70712583,80.30784,26.68992,74.6397193,47.15317073,68.92086486,63.2872,73.0254,32.627712,77.17463415,47.032,54.83272258,28.8222,47.386368,35.81666667,35.332,34.18129655,38.57331544,26.11524156,21.95481081,36.69465839,16.26658065,26.98707692
64.36436975,37.63038655,57.87270796,38.71220168,54.61270588,30.56,78.612,38.90097479,81.28,28.66671074,84.20593548,47.8248,60.30753982,64.17076364,74.504,31.79781818,72.30568421,47.00945455,50.29606612,27.49932743,47.6608,35.62874336,31.99656198,39.45208163,36.20702609,27.84930233,23.99640816,39.36484034,15.5904,31.43314286
59.21090385,36.10270067,60.6144,37.25450738,62.40890538,31.30217119,72.75253691,39.936,81.39124832,25.44889128,83.18818792,46.19404027,68.8597047,59.21975839,73.3298255,34.00032497,74.97471141,44.48166234,62.38056938,24.82221395,45.85191946,33.70284604,33.30491275,36.06662222,38.5728,29.33899614,19.48348993,37.13960816,13.08944516,23.3512
65.75326316,39.04589474,60.11640945,38.20454118,57.85678049,29.20926316,72.44065574,36.84115556,75.31643697,26.55177931,87.10164706,47.83219512,71.39712,63.891,74.80432117,32.9112381,73.83105882,48.62985366,63.2385,30.19096403,45.34728205,35.25217778,34.93062295,38.702592,38.89655172,26.49222295,24.6447874,36.62724706,16.87711475,31.02514286
66.63733333,39.49569231,61.22138614,38.27684211,57.37661538,28.06541299,72.24977778,37.50683544,85.27972174,30.43014194,85.21371429,48.72821053,70.38811429,64.81389474,73.65466667,31.20276923,72.16533333,50.22584615,53.7810411,30.97476923,47.64654545,34.43000548,38.9586,38.652,38.21538462,30.10643478,21.79957895,39.25282909,23.08131646,29.90339241
66.21283902,38.19162085,58.26029268,38.80174408,55.48187234,24.86955533,76.58655838,39.4118673,76.35402532,31.07488152,86.58472038,47.11820488,63.81179147,64.27047134,76.62164929,27.79667692,78.8583128,48.19446154,49.37493839,30.86830769,48.47204145,40.5481809,38.35766154,38.15429848,34.48474372,27.00843981,23.98989474,38.37207716,13.63154502,30.32123509
63.85993443,36.03235556,58.8288,37.6422,57.83529412,27.13730704,69.35180488,34.38855211,78.51751724,30.59723077,76.04901266,47.08088889,68.70993377,65.66644586,73.9692973,35.29346032,75.55513725,49.21846154,55.1418,31.73138028,49.54523077,39.3078,38.25275809,39.2208,39.012,30.53592,21.76073582,40.44416,15.29018182,27.42528797
69.37515789,40.15379478,60.89822609,36.89765217,55.85363478,27.626592,73.13500885,39.20308673,83.77513043,30.93093818,86.51091262,46.95425243,72.25832727,66.10296774,75.14003884,33.90302609,74.13557895,47.33057143,54.55747368,30.1536,49.68037795,35.92097627,35.53844068,37.04481468,38.68962712,26.33952,21.78113208,38.58991698,14.87582609,32.08573091
65.36709934,38.18290196,58.49127273,41.23938462,58.22264789,29.27323944,72.7598961,42.09037241,80.39444898,33.25061224,93.0093913,45.27914094,80.07118367,60.26295652,84.35904,35.09723077,85.42107042,45.95354483,62.92369655,29.53698462,44.39323944,38.01126761,34.544,38.99710413,40.40143448,30.09630968,23.30350345,39.4884,17.05357241,26.85633803
67.79645902,39.1296,60.56814545,38.0847292,59.20111304,28.64927458,77.52077419,40.91142857,83.77513043,31.08572308,79.04734426,49.26222222,73.13263158,63.696,73.9953719,33.73924324,75.80827119,49.84073395,50.72808791,29.7812459,48.60535537,37.78043774,35.32879339,38.41410783,36.68644248,26.09010526,18.28747253,42.12345263,12.65895652,32.69242435
69.62626415,31.44429474,59.63644444,38.64690526,54.86933333,22.77404444,71.85347368,39.02324211,78.65371429,22.01132973,81.15578182,50.67611429,67.43184906,63.71933945,79.84781679,34.77674227,75.152,48.46545455,58.02352941,28.65066667,46.07425641,33.02807547,34.90788991,33.46628571,38.04,31.13731765,26.33088,38.48375839,18.13042424,31.51542857
66.7058255,36.10270067,56.51787913,37.25450738,55.46146341,31.44990476,72.75253691,38.19120545,81.39124832,25.44889128,83.18818792,49.0018048,70.4504698,64.92235294,73.3298255,35.32026846,75.38584615,47.8089697,52.93067841,28.52513208,45.73257143,34.70698537,33.30491275,37.56883117,42.90419512,23.98120976,19.48348993,36.19550769,14.00727273,35.92271186
65.84087671,36.96623377,62.40148837,39.1904,58.22264789,30.4658087,73.40146479,38.41957895,81.11871141,33.29065785,86.276,46.83748905,78.59553103,56.97502041,83.4642,30.84734694,85.42107042,44.90956291,62.19189262,29.33476056,45.73723944,38.01126761,36.70841379,39.41164138,38.41436735,24.72272593,22.2456338,37.55597315,15.69958209,27.27940741
68.51890196,35.63936842,59.61784615,38.02195862,54.88269512,26.52593684,73.0747013,37.82155414,80.09688398,27.642,80.27178082,46.36668493,76.42626738,61.70797861,71.43317197,33.22613665,67.50539597,42.72408806,52.81588966,28.54030769,45.44202532,37.05235443,35.86946341,41.18444083,38.16615385,28.06338462,24.54057754,37.84764564,17.09696,24.43883836
65.45940984,38.34223009,60.89890909,39.11255172,59.31287671,29.06537674,70.44825,36.94270588,76.45257143,28.19150164,93.616,46.57780645,73.59677698,62.4728,78.57411024,34.3061157,79.42675862,47.2172973,59.06133333,30.18716279,47.51765854,34.39742158,34.0386055,38.3712,39.16471795,32.88453543,25.01744262,35.5831049,16.62514286,30.50598095
63.91216107,36.95873684,59.19398658,38.60785321,57.37661538,30.27228493,71.76923077,35.55713208,79.19538462,29.67663484,81.3206069,48.25071074,69.02123077,61.752,76.51857534,33.94117986,72.93017476,48.13661538,53.76932039,29.47111927,45.87156164,36.33876923,36.46816438,36.94707692,38.78666667,25.776,24.09907692,37.164,17.28814545,29.36646154
64.44586667,38.76526829,59.73024793,39.81190244,55.55657143,32.48702439,72.28643902,40.50965854,77.29655172,35.62614634,91.43492683,46.16737725,74.4705641,56.66167742,82.432,34.756,77.367552,49.669632,60.57290323,29.67406452,45.91041916,38.0675122,36.02379487,37.59232,39.2291465,30.5872,24.0195072,38.53784615,13.7568,28.03125517
66.7058255,36.10270067,59.84228571,37.25450738,56.91575839,28.18182835,72.75253691,37.6935302,81.39124832,25.44889128,83.18818792,47.79575783,80.35178128,64.61940594,73.3298255,33.53879195,70.8067651,47.33364706,62.45669799,25.80061538,47.98969128,34.24481032,32.66061745,34.5216,40.44528814,29.05078744,19.48348993,36.2766439,13.699584,27.68401611
66.32123077,36.5478,60.78021818,37.8886,56.96492308,29.8442,72.22338462,37.4417,78.3052549,27.86562712,88.05,47.3831811,65.54977959,64.7208,73.194,37.299,73.63111927,48.41821782,48.00811546,29.33721212,51.78442105,35.05726239,38.25275809,37.99506207,41.25308411,29.14501053,23.48646575,35.84446239,17.58206369,28.97289231
65.06902994,38.60252055,59.85293617,37.4256,57.19435838,30.35447018,74.71552941,36.00795266,82.8822069,29.77381295,79.64088889,48.22494675,67.648,61.43590244,75.87456,32.82631579,73.75937255,48.04417699,58.39101754,31.63285207,47.4672,39.09288203,37.0359403,36.31673885,41.0312,24.75410526,24.4788,37.69846154,16.37590805,28.02345205
67.98291262,37.29094737,60.31747368,37.08654545,53.71475207,27.99046154,71.76923077,37.87416216,79.19538462,29.51114563,85.63984906,47.412,79.07587887,63.328,71.57977358,30.89368696,72.93017476,47.14526316,53.76932039,26.06663736,46.55717647,36.33876923,34.91538462,37.10097297,36.98357895,27.43783784,21.12369231,37.164,18.28237838,28.20646154
65.78293805,37.38819802,60.65630769,37.83518351,55.66870588,31.64298557,74.16237624,37.81297426,78.93024,34.72870957,81.18037113,50.87505155,70.20970213,65.8427234,73.07025743,36.11691089,75.23029787,52.35684848,55.9488,26.00174257,44.77894737,39.08730297,36.316,37.56196571,35.95971429,33.25021782,22.93955556,38.92315596,15.27447273,31.75023158
64.84864,38.02313514,59.15180488,37.19251948,54.73105455,27.67097143,71.66185987,37.91296,77.15787342,29.39964,76.593,48.9942,64.14757895,61.10778182,70.23296,34.03785366,70.22996078,44.29633136,61.37034146,30.63378344,49.7988,36.768,37.34112575,38.06755556,39.48553846,27.71456766,26.46784,38.49079518,20.4615302,27.58144785
64.55688312,38.19162085,60.77477647,38.80174408,54.38229787,25.17843412,73.34117647,39.4118673,81.90488442,31.07488152,86.58472038,48.10019417,63.81179147,64.24443871,76.62164929,37.71920611,78.8583128,46.40955224,49.37493839,29.1264,50.47085714,39.36999298,37.21142857,40.33254271,39.18281481,27.00843981,22.93325874,39.62088421,19.85007407,37.05021687
65.37852632,37.308,59.09973333,36.89500621,58.27571613,26.36559538,72.3392,36.56423226,79.47122892,30.98977215,79.96921519,49.95076923,67.8032,61.18443243,71.08054658,31.17046154,71.17731646,50.8083038,55.93246753,30.14654305,48.89896689,36.07718919,36.25362162,33.22211465,38.2779871,28.32120889,25.23822754,34.1442,17.07655629,25.80440816
64.80375,37.63038655,61.18140541,38.71220168,55.79751724,24.7872,71.22263415,38.11121311,77.1416,26.97850435,87.02278992,46.6810084,71.50885714,64.17076364,76.11388235,33.024,78.30743802,47.00945455,50.29606612,26.9244878,48.71475,41.31805405,37.28390244,35.14634483,36.20702609,31.68336842,23.40827586,43.31979487,12.29672727,32.54057143
68.72487341,34.6409098,58.37793103,37.95888172,57.62972242,25.66498842,73.1797047,34.20237588,83.05674419,31.08647721,86.3244392,45.25645977,72.13493706,69.24327273,76.80580783,31.20092414,77.38353503,48.09392806,55.1384381,28.81174825,52.3482683,35.67297842,39.61737634,37.05528358,39.94115436,27.39930201,18.96706977,32.49897674,14.37554373,29.18814016
65.55936691,34.64260465,59.16249462,39.17987279,61.27571831,30.12805424,77.43148936,33.15805091,80.58625352,27.3275493,85.36808602,46.38849822,73.77847423,60.93168345,79.41879859,33.44081455,78.81254676,50.35325843,56.95009524,30.76542311,45.53621262,35.91455319,37.51971731,37.72351079,41.1544086,27.26657471,19.40443165,36.68204184,12.44753957,33.2409395
66.46632911,40.0705641,60.01190083,40.18715152,55.49783746,30.29571429,73.55900826,36.23913104,79.53866667,33.58997015,84.27789474,46.19452632,71.85852632,61.62417391,77.46089256,33.94117986,79.25631095,47.14526316,59.40857143,30.29894737,46.08887129,36.80742857,35.42482051,37.09643836,42.00107463,28.20294737,19.29436735,37.19057143,12.46503051,35.15163518
67.79804947,38.67189041,58.22731636,36.53707216,57.60924444,29.73994521,75.50602817,36.70582857,82.64994322,31.12767123,86.03189189,47.95778723,70.0999604,63.6504381,80.59,31.32789369,79.11678187,48.6198,58.848,27.23066667,45.14098013,36.48514943,36.6858,38.59027338,38.739,30.5364,22.78240569,37.17607619,10.21405091,28.49058993
67.98857143,39.68278746,61.72984615,39.09084444,57.6914717,31.222272,74.31076056,38.74818462,80.87222857,29.91408485,93.5256,48.45978947,74.51298462,61.33403774,71.12533333,31.36557798,78.02379832,47.83457143,63.24221849,27.20034783,47.42129577,35.97917538,35.10857143,38.10825143,36.33252174,34.58618182,23.0610411,41.80783505,11.63239024,30.4336855
65.36709934,35.75180488,60.75897987,39.41163025,58.78343363,24.13709804,76.81496104,38.84456376,80.40875676,23.0121974,85.48738462,47.29731959,77.22278146,56.50492035,81.08498113,30.59371812,74.73783972,46.49283392,54.49768421,31.82612389,45.56649664,36.40791696,36.29830872,38.18596721,36.98289231,26.78972055,23.30980392,36.79538255,16.33739806,25.091
67.01538462,36.672,57.05314286,37.37942069,56.12953846,25.96324324,71.76923077,38.45040803,79.19538462,29.80047059,86.71673684,49.85420744,71.85852632,66.80731898,70.49042202,33.19269903,72.93017476,48.67296,53.76932039,28.17401653,49.67183114,36.33876923,35.916,37.05129412,35.892,28.20294737,23.36492308,37.164,18.9696,28.96
67.49462069,34.95728302,56.64773154,39.41163025,58.368,24.13709804,74.29898039,40.7594094,80.06581132,26.95950769,82.94065505,44.208,81.90461538,62.25430588,82.36336552,35.01711258,86.1293913,46.27595876,60.99526531,26.20989474,43.73873684,34.28387629,36.51278049,40.13203361,37.45184416,29.93343646,21.81846154,38.69042017,14.51801835,29.74556863
66.98587234,39.79492473,59.63860645,38.71286331,55.33398561,28.50591549,75.49108966,40.55224302,80.1692242,34.09892473,80.38048,49.34528,74.92577936,65.07447423,77.52494118,35.33408,77.08765957,48.21664368,57.96328058,28.57857471,48.62093617,37.96457143,37.80196109,37.40954683,39.78418605,29.27638356,19.74595683,34.71693617,11.88049655,28.32712258
70.00860752,34.06333333,56.5689395,40.17557921,55.30610959,30.36423529,76.42164706,33.75933333,82.10083986,30.0439618,80.01436981,46.36075472,78.09820656,63.30118095,74.65118892,33.10533333,70.31226048,47.18517073,57.23302642,28.78188079,48.46291262,34.76186301,35.29344,37.80769312,40.5877551,25.77271233,20.013696,39.04884503,15.92059096,34.16238545
66.10989961,36.96993103,57.82715493,39.3355102,55.64252406,31.28307071,78.77554023,39.82027397,83.0610411,31.70180442,82.10592,44.208,76.36422857,64.54990291,79.09580887,33.19269903,72.93017476,47.56040154,53.76932039,28.80345324,48.18987454,37.40330502,37.80196109,38.1943301,42.28576344,30.77872165,23.92916505,37.9894786,13.952,32.05014085
66.249,38.5627234,58.27165091,38.98243902,52.3275102,32.70217794,73.6596726,39.04790875,80.07784615,31.92812903,83.08374194,49.03989262,75.67054804,63.16834286,75.14686239,33.97746237,78.30857143,47.24256,58.09886316,26.592,48.11744,36.38655513,36.35657143,35.40559121,41.37103448,33.18380719,19.64274126,38.2700979,9.837957447,33.865
67.83202974,35.19464846,56.23538028,37.4433955,53.20962278,28.87650575,77.43148936,39.15880851,82.69244746,19.31715918,81.7986755,47.68206452,73.00376471,66.14326437,78.2280427,30.51777049,73.54731313,46.09451546,57.27379592,28.76820189,48.43475862,36.8827013,37.50112653,39.14002878,38.04392157,24.69746939,19.95369536,33.96401487,14.31272727,34.6691223
69.3408,32.55329032,60.28280144,39.89462626,56.07841758,28.50591549,74.26152518,37.11401439,82.51529771,27.80321839,81.37495082,47.27868493,75.45561446,62.256,76.46713402,28.288,76.44162278,45.61933813,56.14818927,30.22318248,47.43090647,38.08567742,39.54778022,38.85032727,39.47130435,30.82144478,18.67456489,38.61357303,12.82824292,25.27481781
67.24939806,37.46947368,59.38524771,38.54461728,51.4949103,32.09893993,71.76923077,37.87416216,79.19538462,28.27109434,84.72808247,49.18914943,66.22222222,66.80731898,74.59286486,31.60719463,71.81630769,49.49244444,53.76932039,29.13969231,48.22167273,36.33876923,37.24252349,37.10097297,38.98021053,27.43783784,23.42305882,37.164,15.38448322,29.39513167
68.72487341,41.50539683,55.648896,34.61405896,57.44070189,27.99648352,72.81995465,35.22393739,84.53378111,30.48672,74.31615016,46.47173626,71.73671642,67.58218558,77.17391304,22.68067227,71.05773913,47.31703223,57.86600625,28.45655446,47.85749481,35.81921649,38.27836348,38.142336,43.82345985,28.53748918,18.49135134,38.26436421,14.52220148,35.17931973
67.75127045,36.903,57.57717483,38.72566667,55.39108861,30.496,76.88872202,36.38071233,83.27507224,32.43113978,88.79482828,49.95079245,74.63792806,60.34822814,74.97006186,32.33375207,80.19028188,46.86915254,62.67068354,28.47461386,47.85410334,36.60934737,36.68483891,37.924,42.20328421,29.00295057,21.06956962,38.29888,7.674553191,32.31412245
64.66462373,35.44584828,56.95338305,37.06615385,54.7535534,25.81446575,77.87303226,37.38,83.08535172,30.75820408,90.99286957,48.33323077,72.03747945,64.09076157,79.78832086,30.1466087,72.60734694,47.37326582,60.35583012,27.92457143,44.4888,36.09022785,32.81908364,36.16838339,38.58235211,28.32033684,23.14863158,37.68775258,11.3779726,26.5466566
66.64165517,35.8583301,57.82715493,38.90171025,54.73753846,30.9630299,71.76923077,37.87416216,79.19538462,33.58122509,81.19079117,47.67192233,65.94938182,63.49208276,73.76341748,34.01261538,72.93017476,49.67653608,53.76932039,31.424,46.93264516,36.33876923,35.78637838,37.10097297,41.02807643,27.43783784,21.12369231,37.164,17.01918584,35.7513931
64.55290141,37.21993846,58.58022857,40.20645161,58.05770787,25.01438908,77.67260215,40.0048172,85.43836596,33.25028571,86.08451765,44.96803404,73.07929707,66.30151837,77.15298462,25.81674227,80.44461972,49.51062857,60.20146479,29.4226383,47.74552381,33.35012766,38.9488172,35.656,38.43478261,27.23304348,21.26005479,37.19440964,13.6952381,33.0495
63.70906329,36.44359732,57.57717483,35.64131868,53.56227368,32.70217794,73.80974257,38.41257931,79.962,28.74285714,81.07804724,48.51131707,74.46,62.84043956,74.87773228,32.70973585,74.63811754,48.65010526,60.67313609,29.3644557,47.75367033,37.04626573,34.34859574,40.7346383,43.12859786,26.49564444,20.96613699,40.35230869,11.3779726,28.39459115
